standardized_smiles,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28
CCCCCC(=O)OCC,Ether,Apple,Green,Strawberry,Pear,Fresh,Estery,Fruity,Banana,Winey,Waxy,Sweet,Strong,Pineapple,,,,,,,,,,,,,
CCCCCC(=O)OCC(C)C,Apple,Tropical,Green,Chocolate,Estery,Fruity,Sweet,Peach,Pineapple,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCC(C)CC,Ether,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCC(C)O,Green,Ether,Fruity,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCC=C(C)C,Cheese,Fruity,Green,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCC=C(C)CCC=C(C)C,Rose,Herbal,Floral,Waxy,Fruity,Geranium,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCC=Cc1ccccc1,Green,Fruity,Spices,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCCC,Tropical,Cheese,Green,Fruity,Winey,Juicy,Sweet,Pineapple,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCCC(C)C,Apple,Cheese,Green,Pungent,Fruity,Banana,Sour,Sweet,Pineapple,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCCC(C)CCC=C(C)C,Rose,Fruity,Floral,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCCC(S)CCC,Fruity,Sulphurous,Passion fruit,Tropical,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCCCC,Apple,Green,Berry,Waxy,Fruity,Juicy,Winey,Pineapple,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCCCc1ccccc1,Green,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCCc1ccccc1,Rose,Sweaty,Woody,Honey,Green,Floral,Waxy,Fruity,Banana,Sweet,Pineapple,,,,,,,,,,,,,,,,
CCCCCC(=O)OCCc1scnc1C,Nutty,Roasted,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCSC,Fruity,Pineapple,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCc1ccccc1,Apricot,Jasmine,Green,Floral,Gardenia,Fruity,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)OCc1ccco1,Earthy,Green,Moldy,Waxy,Musty,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)SC,Ether,Rancid,Tropical,Cheese,Green,Cabbage,Floral,Fruity,,,,,,,,,,,,,,,,,,,
CCCCCC(=O)c1ccco1,Apricot,Green,Fruity,Sweet,Peach,Ketonic,,,,,,,,,,,,,,,,,,,,,
CCCCCC(=S)OCC,Green,Fruity,Sulphurous,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C)(O)CC(C)C,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C)=O,Woody,Spices,Cinnamyl,Cheese,Green,Herbal,Creamy,Fruity,Banana,Sweet,Ketonic,,,,,,,,,,,,,,,,
CCCCCC(C)C(=O)O,Sweaty,Cheese,Green,Milky,Waxy,Buttery,Creamy,,,,,,,,,,,,,,,,,,,,
CCCCCC(C)C(=O)[O-],Sweaty,Buttermilk,Cheese,Green,Waxy,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C)CCC(=O)O,Pork,Chicken,Meaty,Lamb,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C)O,Mushroom,Earthy,Cheese,Green,Moldy,Herbal,Floral,Fresh,Fruity,Oily,Lemon,Sweet,Musty,,,,,,,,,,,,,,
CCCCCC(C)OC(=O)CCC,Cheese,Walnut,Green,Fruity,Vegetable,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C)OC(C)=O,Green,Brown,Fruity,Fenugreek,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C)S,Sweaty,Onion,Skunk,Pungent,Sulphurous,Vegetable,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C=Cc1ccccc1)OC(C)=O,Spices,Cinnamyl,Tropical,Jasmine,Balsamic,Chocolate,Floral,Leather,Fruity,Sweet,,,,,,,,,,,,,,,,,
CCCCCC(C=O)=Cc1ccc(C)cc1,Tropical,Green,Floral,Berry,Heliotrope,Mimosa,,,,,,,,,,,,,,,,,,,,,
CCCCCC(C=O)=Cc1ccccc1,Tropical,Jasmine,Lily,Green,Herbal,Floral,Fruity,Oily,Sweet,Powdery,,,,,,,,,,,,,,,,,
CCCCCC(CC(=O)OC)OC(C)=O,Green,Fruity,Winey,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(CC)OC(=O)CCC,Earthy,Citrus,Green,Moldy,Herbal,Fruity,Musty,,,,,,,,,,,,,,,,,,,,
CCCCCC(CC)OC(C)=O,Rose,Woody,Grapefruit,Apple,Green,Floral,Herbal,Bergamot,Fruity,Warm,Minty,,,,,,,,,,,,,,,,
CCCCCC(CC)OC=O,Apple,Citrus,Tropical,Green,Pear,Waxy,Fruity,Vegetable,Juicy,,,,,,,,,,,,,,,,,,
CCCCCC(CO)C(C)=O,Fungal,Earthy,Moldy,Herbal,Sweet,Musty,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)C(C)=O,Brown,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)C(S)CCCC,Grapefruit,Herbal,Buchu,Oily,Minty,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)CC,Mushroom,Earthy,Woody,Spices,Nutty,Citrus,Dairy,Moldy,Herbal,Fermented,Waxy,Creamy,Oily,Melon,Musty,Minty,,,,,,,,,,,
CCCCCC(O)CC(=O)OCC,Fruity,Floral,Winey,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)CCCC(=O)OCC,Peach,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)CCCC(=O)OCC(O)CO,Tropical,Fresh,Buttery,Oily,Peach,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(O)CCCC(=O)OCC1COC(C)(C)O1,Peach,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC(OC)OC,Earthy,Dry,Apple,Cooked,Green,Moldy,Mild,Leafy,Sweet,Musty,,,,,,,,,,,,,,,,,
CCCCCC(OCC)OCC,Apple,Hyacinth,Floral,Fermented,Cognac,Pear,Fruity,,,,,,,,,,,,,,,,,,,,
CCCCCC(S)CC=O,Green,Fruity,Grapefruit,Citrus,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1(C)CCC(C)(C)C1=O,Apricot,Lavender,Jasmine,Herbal,Floral,Fruity,Peach,Lactonic,,,,,,,,,,,,,,,,,,,
CCCCCC1=C(C)CCC1=O,Fresh Air,Woody,Spices,Jasmine,Green,Herbal,Floral,Fresh,Fruity,Sweet,Myrrh,Powdery,,,,,,,,,,,,,,,
CCCCCC1=CCC(=O)O1,Tropical,Dairy,Milky,Fruity,Tobacco,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1=CCCC1=O,Woody,Floral,Jasmine,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1C(=O)CCC1C,Spices,Jasmine,Floral,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1C(=O)CCC1CC(=O)OC,Tropical,Jasmine,Powerful,Green,Floral,Fruity,Oily,Sweet,Natural,Lactonic,,,,,,,,,,,,,,,,,
CCCCCC1C(=O)CCC1CC(C)=O,Magnolia,Floral,Jasmine,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1C=CC(=O)O1,Fruity,Deep fried,Minty,Hay,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1CC(=O)C=C(C)C1C(=O)OCC,Jasmine,Floral,Anisic,Sweet,Clean,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1CC=CC(=O)O1,Meaty,Powerful,Herbal,Milky,Waxy,Buttery,Creamy,Fruity,Sweet,Peach,Lactonic,,,,,,,,,,,,,,,,
CCCCCC1CCC(=O)O1,Tropical,Moldy,Herbal,Strong,Anisic,Waxy,Buttery,Creamy,Oily,Sweet,Peach,Musty,,,,,,,,,,,,,,,
CCCCCC1CCCC(=O)O1,Sweet,Apricot,Nutty,Dairy,Milky,Fresh,Plum,Buttery,Creamy,Fruity,Oily,Winey,Peach,Lactonic,,,,,,,,,,,,,
CCCCCC1CCCC1=O,Rose,Jasmine,Green,Herbal,Floral,Oily,Foliage,Plant,,,,,,,,,,,,,,,,,,,
CCCCCC1CCCC1O,Magnolia,Tea,Jasmine,Floral,Fruity,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1CCOC(C)O1,Earthy,Ether,Green,Moldy,Musty,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1CCOC(CCCCC)O1,Green,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1COC(=O)CO1,Fruity,Winey,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1COCCC1OC(C)=O,Mushroom,Tea,Jasmine,Green,Herbal,Floral,Oily,Lactonic,,,,,,,,,,,,,,,,,,,
CCCCCC1OC(=O)C(C)=C1C,Tea,Celery,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1OC(=O)CC1C,Metallic,Floral,Waxy,Plum,Lactonic,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1OC(C)C(C)O1,Green,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1OC1C=CC=O,Metallic,Citrus,Green,Aldehydic,Green Beans,Strong,,,,,,,,,,,,,,,,,,,,,
CCCCCC1OC1C=O,Fruity,Citrus,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC1OCC(C)O1,Petroleum,Rue,Green,Licorice,Waxy,Fruity,Vegetable,Sweet,Clean,Pineapple,,,,,,,,,,,,,,,,,
CCCCCC=C(C)C=O,Green,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=C(C=O)CCCC,Grassy,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=C1CCCC1=O,Spices,Jasmine,Green,Herbal,Floral,Fruity,Warm,Strong,,,,,,,,,,,,,,,,,,,
CCCCCC=CC(=O)O,Earthy,Butterscotch,Cheese,Moldy,Aldehydic,Waxy,Buttery,Vegetable,Sour,Musty,Acid,Dirt,,,,,,,,,,,,,,,
CCCCCC=CC(=O)OC,Animal,Cooked,Green,Costus,Pear,Fresh,Waxy,Fruity,Oily,Melon,Sweet,Violet Leaves,Violet,Hairdresser,,,,,,,,,,,,,
CCCCCC=CC(=O)OCC,Earthy,Tropical,Green,Moldy,Pungent,Pear,Waxy,Plum,Fruity,Oily,Juicy,Musty,Hairdresser,Pineapple,,,,,,,,,,,,,
CCCCCC=CC(C)=O,Mushroom,Spices,Licorice,Berry,Fruity,Oily,Weed,Ketonic,,,,,,,,,,,,,,,,,,,
CCCCCC=CC=CC(=O)NCC(C)C,Spices,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CC=CC(=O)OC,Waxy,Fruity,Lemon,Pear,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CC=CC(=O)OCC,Apple,Tropical,Green,Pear,Waxy,Fruity,Vegetable,Winey,Sweet,,,,,,,,,,,,,,,,,,
CCCCCC=CC=CC(=O)OCCC,Tropical,Green,Pear,Fresh,Waxy,Fruity,Vegetable,Melon,,,,,,,,,,,,,,,,,,,
CCCCCC=CC=CC(C)=O,Green,Cucumber,Fried,Fruity,Tallow,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CC=CC=O,Nutty,Coriander,Green,Cucumber,Sweet,Chicken,Fried,Strong,Geranium,Orange,Citrus,Waxy,Oily,Melon,Weed,Sea,Pumpkin,Meaty,Brothy,Fresh,,,,,,,
CCCCCC=CC=CCO,Chicken,Meaty,Citrus,Dairy,Waxy,Fruity,Turkey,Melon,,,,,,,,,,,,,,,,,,,
CCCCCC=CC=O,Nutty,Spices,Walnut,Green,Cucumber,Herbal,Leafy,Fresh,Waxy,Fruity,Banana,,,,,,,,,,,,,,,,
CCCCCC=CCC(=O)OC,Green,Water,Pear,Fruity,Melon,Juicy,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCC1CCC(=O)O1,Dairy,Waxy,Buttery,Creamy,Fruity,Sweet,Peach,Lactonic,,,,,,,,,,,,,,,,,,,
CCCCCC=CCC1CCCC1=O,Apricot,Apple,Jasmine,Green,Floral,Fruity,Melon,Sweet,Peach,Lactonic,,,,,,,,,,,,,,,,,
CCCCCC=CCC=CC=CC=O,Waxy,Fruity,Oily,Citrus,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCC=CCCCCCCCC(=O)O,Oily,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCC=CCCCCCCCC(=O)OC,Woody,Oily,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCC=CCCCCCCCC(=O)OCC,Fruity,Oily,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCC=O,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCC(=O)O,Green,Savory,Oily,Meaty,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCC(=O)OC,Green,Fishy,Pear,Fruity,Peach,Mango,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCC(=O)OCC,Apple,Green,Cognac,Pear,Waxy,Fruity,Oily,Pineapple,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCC(OCC)OCC,Bitter,Orange,Citrus,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCC=CC=O,Spices,Citrus,Green,Aldehydic,Waxy,Mandarin,Melon,Orange,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCC=O,Earthy,Rancid,Citrus,Green,Water,Moldy,Aldehydic,Floral,Cardamom,Fresh,Waxy,Mandarin,Musty,Orange,Tangerine,,,,,,,,,,,,
CCCCCC=CCCCCCCC=O,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCCO,Waxy,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCCOC(C)=O,Rose,Spices,Citrus,Floral,Herbal,Waxy,Estery,Fruity,Oily,Juicy,Orange,,,,,,,,,,,,,,,,
CCCCCC=CCCO,Green,Waxy,Melon,Cucumber,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCCOC(C)=O,Tropical,Fleshy,Green,Herbal,Pear,Fruity,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCO,Earthy,Meaty,Citrus,Green,Plastic,Fruity,Vegetable,Musty,,,,,,,,,,,,,,,,,,,
CCCCCC=CCOC(=O)CCC,Waxy,Fruity,Buttery,Berry,,,,,,,,,,,,,,,,,,,,,,,
CCCCCC=CCOC(C)=O,Earthy,Tropical,Green,Aldehydic,Pear,Waxy,Oily,Melon,Musty,,,,,,,,,,,,,,,,,,
CCCCCC=O,Sweaty,Woody,Grassy,Green,Unripe fruit,Aldehydic,Penetrating,Leafy,Unripe,Fruity,Vegetable,Tallow,Strong,"Grassy(Green, Sharp)",Clean,,,,,,,,,,,,
CCCCCCC,Ether,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC#CC(=O)OC,Green,Cucumber,Floral,Melon,Peach,Violet Leaves,,,,,,,,,,,,,,,,,,,,,
CCCCCCC#CC(=O)OCC,Green,Cucumber,Floral,Leafy,Violet Leaves,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC#CC(OC)OC,Green,Fresh,Foliage,Sweet,Violet,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(=O)CC,Spices,Jasmine,Cheese,Green,Herbal,Floral,Leafy,Fresh,Fruity,Sweet,,,,,,,,,,,,,,,,,
CCCCCCC(=O)CCCCCC,Floral,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(=O)CCOC(C)=O,Waxy,Fruity,Floral,Reseda,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(=O)O,Sweaty,Rancid,Cheese,Pungent,Fermented,Waxy,Fruity,Sour,Disgusting,Disagreeable,Pineapple,,,,,,,,,,,,,,,,
CCCCCCC(=O)OC,Apple,Green,Floral,Berry,Orris,Waxy,Fruity,Sweet,,,,,,,,,,,,,,,,,,,
CCCCCCC(=O)OCC,Green,Strong,Cognac,Berry,Estery,Fruity,Plum,Rummy,Winey,Sweet,Melon,Peach,Seedy,Pineapple,,,,,,,,,,,,,
CCCCCCC(=O)OCC(C)C,Green,Fruity,Herbal,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(=O)OCC=C(C)CCC=C(C)C,Fusel,Floral,Cognac,Winey,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(=O)OCCC,Sweet,Apple,Green,Strawberry,Ripe,Fermented,Cognac,Pear,Fruity,Winey,Juicy,Tutty-Fruity,Grape,Pineapple,,,,,,,,,,,,,
CCCCCCC(=O)OCCC(C)C,Grassy,Unripe fruit,Herbal,Unripe,Fruity,Banana,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(=O)OCCCC,Grassy,Tropical,Green,Pear,Fruity,Oily,Winey,"Grassy(Green, Sharp)",Licorice,,,,,,,,,,,,,,,,,,
CCCCCCC(=O)OCCCCC,Ether,Unripe,Fruity,Banana,Lemon,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(=O)OCCc1ccccc1,Rose,Apricot,Floral,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(=O)OCc1ccccc1,Apricot,Sage,Fruity,Herbal,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(=O)OCc1ccco1,Green,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(C(C)=O)C(=O)OCC,Jasmine,Celery,Herbal,Floral,Waxy,Fruity,Winey,Strong,,,,,,,,,,,,,,,,,,,
CCCCCCC(C)=NO,Earthy,Green,Floral,Fresh,Musty,Clean,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(C)=O,Gasoline,Woody,Earthy,Parmesan cheese,Cheese,Green,Dairy,Moldy,Herbal,Floral,Fruity,Weed,Natural,Musty,Ketonic,,,,,,,,,,,,
CCCCCCC(C)C=O,Lily,Rose,Floral,Muguet,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(C)O,Mushroom,Earthy,Woody,Spices,Green,Cucumber,Herbal,Fresh,Creamy,Sour,Oily,Musty,Grape,,,,,,,,,,,,,,
CCCCCCC(C)OC(C)=O,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(C=Nc1ccccc1C(=O)OC)=Cc1ccccc1,Fresh,Floral,Waxy,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(C=O)=Cc1ccccc1,Spices,Citrus,Jasmine,Tropical,Lily,Green,Herbal,Floral,Fresh,Waxy,Fruity,Sweet,Powdery,,,,,,,,,,,,,,
CCCCCCC(CC)OC(C)=O,Ether,Fruity,Herbal,Floral,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(CO)C(C)=O,Earthy,Green,Herbal,Fresh,Sweet,Weed,Musty,,,,,,,,,,,,,,,,,,,,
CCCCCCC(O)CC,Oily,Spices,Herbal,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(O)CCOC(C)=O,Jasmine,Water,Floral,Fresh,Oily,Sweet,,,,,,,,,,,,,,,,,,,,,
CCCCCCC(OC)OC,Privet,Tropical,Green,Waxy,Fruity,Vegetable,Oily,Orange,,,,,,,,,,,,,,,,,,,
CCCCCCC(OCC)OCC,Citrus,Green,Herbal,Leafy,Fresh,Waxy,Buttery,Creamy,Winey,,,,,,,,,,,,,,,,,,
CCCCCCC1(C)CCC(=O)O1,Spices,Jasmine,Cheese,Natural,Floral,Fresh,Waxy,Buttery,Creamy,Fruity,Oily,Sweet,Peach,Powdery,Lactonic,,,,,,,,,,,,
CCCCCCC1=CCCC1=O,Woody,Dry,Jasmine,Celery,Floral,Herbal,Fresh,Waxy,Sweet,,,,,,,,,,,,,,,,,,
CCCCCCC1C(=O)CCC1C(=O)OC,Jasmine,Green,Herbal,Floral,Fresh,Oily,,,,,,,,,,,,,,,,,,,,,
CCCCCCC1CC(OC(C)=O)CO1,Fruity,Floral,Sweet,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC1CCC(=O)O1,Fresh,Waxy,Fruity,Buttery,Creamy,Oily,Sweet,Peach,,,,,,,,,,,,,,,,,,,
CCCCCCC1CCCC(=O)O1,Green,Milky,Waxy,Buttery,Creamy,Fruity,Sweet,Peach,Lactonic,,,,,,,,,,,,,,,,,,
CCCCCCC1CCCC1=O,Fruity,Floral,Jasmine,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC1CCCCC(=O)O1,Apricot,Celery,Milky,Fruity,Sweet,Peach,,,,,,,,,,,,,,,,,,,,,
CCCCCCC1CCOC1=O,Grassy,Green,Floral,Fruity,Sweet,"Grassy(Green, Sharp)",,,,,,,,,,,,,,,,,,,,,
CCCCCCC1COC(=O)CO1,Nutty,Buttery,Creamy,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC1OC(=O)CC1C,Tropical,Green,Floral,Waxy,Fruity,Buttery,Oily,Peach,Lactonic,,,,,,,,,,,,,,,,,,
CCCCCCC1OC(C)C(C)O1,Green,Dairy,Creamy,Fruity,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC1OCC(C)O1,Green,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC1OCC(CO)O1,Fungal,Earthy,Green,Sweet,Musty,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC1OCCC(C)O1,Rose,Floral,Geranium,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC1OCCO1,Woody,Cortex,Green,Plastic,Herbal,Fresh,Basil,Fruity,Oily,Narcissus,Wet Air,,,,,,,,,,,,,,,,
CCCCCCC=CC#N,Green,Orris,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC=CC(=O)O,Oily,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC=CC(=O)OC,Green,Pear,Waxy,Fruity,Vegetable,Melon,Sweet,Violet,,,,,,,,,,,,,,,,,,,
CCCCCCC=CC(C)=O,Earthy,Apple,Meaty,Citrus,Jasmine,Green,Floral,Pear,Milky,Fresh,Waxy,Fruity,Vegetable,Musty,,,,,,,,,,,,,
CCCCCCC=CC=CC=O,Spices,Chicken,Citrus,Green,Aldehydic,Waxy,Baked,Buttery,Fruity,Oily,Sweet,Caramel,,,,,,,,,,,,,,,
CCCCCCC=CC=O,Chicken,Citrus,Green,Cucumber,Aldehydic,Paper,Orris,Waxy,Vegetable,Melon,Cereal,,,,,,,,,,,,,,,,
CCCCCCC=CCCC=O,Citrus,Aldehydic,Herbal,Floral,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC=CCCCCCCCCC,Alkane,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCC=CCO,Green,Cucumber,Waxy,Tallow,Vegetable,Melon,Oily,Sweet,Violet,,,,,,,,,,,,,,,,,,
CCCCCCC=CCOC(C)=O,Earthy,Citrus,Waxy,Seedy,Fruity,Oily,Rue,Carrot,Musty,,,,,,,,,,,,,,,,,,
CCCCCCC=O,Woody,Rancid,Nutty,Citrus,Ozone,Green,Aldehydic,Herbal,Cognac,Fresh,Fruity,Oily,Winey,,,,,,,,,,,,,,
CCCCCCCC,Gasoline,Alkane,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC#N,Green,Aldehydic,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)CC,Citrus,Green,Floral,Waxy,Fruity,Orange,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)CCCC(=O)O,Peach,Creamy,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)CCc1ccc(O)c(OC)c1,Spices,Pungent,Pepper,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)N(CC)CC,Woody,Spices,Fresh,Fruity,Sweet,Tobacco,Minty,Sweet Tobacco,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)O,Sweaty,Rancid,Cheese,Waxy,Oily,Vegetable,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)OC,Citrus,Green,Aldehydic,Herbal,Waxy,Fruity,Vegetable,Sweet,Orange,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)OC(C)C,Fruity,Banana,Cognac,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)OCC,Sweet,Apricot,Earthy,Brandy,Dairy,Moldy,Floral,Fermented,Pear,Waxy,Creamy,Fruity,Banana,Winey,Musty,Pineapple,,,,,,,,,,,
CCCCCCCC(=O)OCC(C)C,Green,Floral,Fruity,Oily,Winey,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)OCC(C)OC(=O)CCCCCCC,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)OCC=C(C)CCC=C(C)C,Rose,Fruity,Herbal,Cognac,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)OCCC,Cocoa,Cognac,Winey,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)OCCC(C)C,Apple,Green,Waxy,Fruity,Oily,Sweet,Pineapple,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)OCCCC,Ether,Buttery,Herbal,Fruity,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)OCCCCC,Floral,Cognac,Orris,Winey,Sweet,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)OCCCCCC,Apple,Green,Herbal,Berry,Waxy,Estery,Fruity,Vegetable,Oily,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)OCCc1ccccc1,Sweet,Cocoa,Green,Floral,Cognac,Waxy,Fruity,Winey,Caramel,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)OCCc1scnc1C,Nutty,Roasted,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)OCc1ccccc1,Peach,Fruity,Herbal,Pineapple,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)OCc1ccco1,Metallic,Waxy,Fruity,Sweet,Caramel,Bready,Peach,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(=O)Oc1ccc(C)cc1,Animal,Jasmine,Hay,Green,Moth Balls,Floral,Ylang,Fecal,,,,,,,,,,,,,,,,,,,
CCCCCCCC(C)=NO,Green,Fresh,Floral,Cucumber,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(C)=O,Earthy,Cheese,Green,Cucumber,Herbal,Fresh,Waxy,Fruity,Melon,Sweet,Weed,Musty,,,,,,,,,,,,,,,
CCCCCCCC(C)O,Citrus,Cheese,Green,Cucumber,Waxy,Fruity,Creamy,Melon,Orange,,,,,,,,,,,,,,,,,,
CCCCCCCC(C=O)=Cc1ccccc1,Green,Fruity,Leafy,,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(COC(C)=O)OC(C)=O,Muguet,Fresh,Floral,Water,,,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(O)CC,Mushroom,Earthy,Moldy,Floral,Musty,Orange,,,,,,,,,,,,,,,,,,,,,
CCCCCCCC(O)CCCC(=O)OCC(O)CO,Tropical,Fresh,Fruity,Oily,Peach,,,,,,,,,,,,,,,,,,,,,,
