standardized_smiles,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28
CCCOC(=O)CC(C)C,Ether,Apple,Blueberry,Pear,Fruity,Sweet,Bitter,Strong,,,,,,,,,,,,,,,,,,,
CCCOC(=O)CCC,Sweet,Apricot,Ether,Rancid,Apple,Sweaty,Tutty-Fruity,Honey,Waxy,Creamy,Sweet Solvent,Fruity,Winey,Solvent,Bubblegum,Pineapple,,,,,,,,,,,
CCCOC(=O)CCC(C)=O,Caramel,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,
CCCOC(=O)Cc1ccccc1,Rose,Apricot,Honey,Floral,Sweet,,,,,,,,,,,,,,,,,,,,,,
CCCOC(=O)c1ccc(O)cc1,Woody,Smokey,Burnt,Sweet,Hawthorn,,,,,,,,,,,,,,,,,,,,,,
CCCOC(=O)c1ccccc1,Balsamic,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,
CCCOC(=O)c1ccccc1N,Cortex,Orange Blossom,Floral,Herbal,Orange,,,,,,,,,,,,,,,,,,,,,,
CCCOC(=O)c1ccccc1O,Floral,Plum,Fruity,Foliage,Plant,,,,,,,,,,,,,,,,,,,,,,
CCCOC(=O)c1ccco1,Mushroom,Earthy,Chocolate,Herbal,Sweet,Musty,,,,,,,,,,,,,,,,,,,,,
CCCOC(C)=O,Fusel,Celery,Pungent,Pear,Fruity,Sweet Solvent,Sweet,Solvent,Raspberry,,,,,,,,,,,,,,,,,,
CCCOC(C)OCCC,Chrysanthemum,Green,Herbal,Leafy,Fresh,,,,,,,,,,,,,,,,,,,,,,
CCCOC(C)OCCc1ccccc1,Ether,Green,Hyacinth,Herbal,Floral,Reseda,Pea,Leafy,Vegetable,Sweet,Lilac,,,,,,,,,,,,,,,,
CCCOC=O,Ether,Green,Berry,Fruity,Rummy,Sweet,,,,,,,,,,,,,,,,,,,,,
CCCOc1cncc(C)n1,Green,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,
CCCS,Onion,Cabbage,Alliaceous,Offensive,Gassy,Sulphurous,Vegetable,Sweet,,,,,,,,,,,,,,,,,,,
CCCS(=O)OC,Sweet,Fruity,Cooked,,,,,,,,,,,,,,,,,,,,,,,,
CCCSC,Green,Creamy,Alliaceous,Leek,,,,,,,,,,,,,,,,,,,,,,,
CCCSC(C)=O,Onion,Green,Garlic,Fresh,Sulphurous,Vegetable,Scallion,,,,,,,,,,,,,,,,,,,,
CCCSCCC,Onion,Alliaceous,Garlic,,,,,,,,,,,,,,,,,,,,,,,,
CCCSS(=O)(=O)CCC,Roasted,Alliaceous,,,,,,,,,,,,,,,,,,,,,,,,,
CCCSSC,Onion,Tomato,Alliaceous,Garlic,Radish,Sulphurous,Potato,,,,,,,,,,,,,,,,,,,,
CCCSSCC,Savory,Roasted,Onion,Green,Alliaceous,Garlic,Sulphurous,,,,,,,,,,,,,,,,,,,,
CCCSSCCC,Earthy,Metallic,Onion,Burnt,Tropical,Green,Alliaceous,Fresh,Sulphurous,Scallion,Musty,,,,,,,,,,,,,,,,
CCCSSCc1ccco1,Sulphurous,Alliaceous,Garlic,,,,,,,,,,,,,,,,,,,,,,,,
CCCSSSC,Metallic,Onion,Cooked,Green,Garlic,Sulphurous,Scallion,Clean,,,,,,,,,,,,,,,,,,,
CCCSSSCC,Onion,Green,Alliaceous,Garlic,Sulphurous,,,,,,,,,,,,,,,,,,,,,,
CCCSSSCCC,Onion,Tropical,Green,Alliaceous,Pungent,Garlic,Sulphurous,Vegetable,Durain,Strong,,,,,,,,,,,,,,,,,
CCCSSc1ccoc1C,Meaty,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1cc(OC)c(O)c(OC)c1,Phenolic,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1ccc(O)c(OC)c1,Sweet,Apricot,Woody,Spices,Meaty,Balsamic,Fishy,Floral,Allspice,Pepper,Phenolic,Anisic,Clove,Oily,Winey,Powdery,Sharp,,,,,,,,,,
CCCc1ccc(O)cc1,Medicinal,Phenolic,,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1ccc(OC)cc1,Sassafrass,Herbal,Root beer,Anisic,Fennel,Sweet,Licorice,,,,,,,,,,,,,,,,,,,,
CCCc1ccc2c(c1)OCO2,Sassafrass,Spices,,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1ccccc1O,Smokey,Medicinal,Phenolic,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1ccccn1,Nutty,Roasted,Green,Floral,Tobacco,Minty,,,,,,,,,,,,,,,,,,,,,
CCCc1cccnc1,Earthy,Woody,Bean,Green,Moldy,Sweet,Musty,,,,,,,,,,,,,,,,,,,,
CCCc1ccn(-c2ccccc2)n1,Roasted,Cooked,,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1cnccn1,Nutty,Roasted,Corn,Green,Barley,Vegetable,Hazelnut,,,,,,,,,,,,,,,,,,,,
CCCc1nc(C)c(C)o1,Roasted,Burnt,,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1nc(C)cnc1C,Nutty,Hazelnut,,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1ncc(C)nc1C,Nutty,Burnt,Hazelnut,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1nccnc1C,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1nccnc1OC,Earthy,Bell Pepper,Raw potato,Raw,Galbanum,Musty,,,,,,,,,,,,,,,,,,,,,
CCCc1nccs1,Green,Nutty,Herbal,,,,,,,,,,,,,,,,,,,,,,,,
CCN,Fishy,Ripe,Ammonia,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)CC,Fishy,Ammonia,,,,,,,,,,,,,,,,,,,,,,,,,
CCN=C=S,Pungent,Garlic,,,,,,,,,,,,,,,,,,,,,,,,,
CCNC(=O)C(CC)(C(C)C)C(C)C,Cool,Minty,,,,,,,,,,,,,,,,,,,,,,,,,
CCNC(=O)C1CC(C)CCC1C(C)C,Cool,Alcohol,Menthol,Minty,,,,,,,,,,,,,,,,,,,,,,,
CCNCC,Fishy,Ammonia,,,,,,,,,,,,,,,,,,,,,,,,,
CCNc1ccccc1C(=O)OCC,Floral,Neroli,Fruity,Petitgrain,Tangerine,,,,,,,,,,,,,,,,,,,,,,
CCO,Sweet (Medicinal),Ether,Medicinal,Strong,Sweet,Alcohol,Vinous,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(=Cc1ccccc1)C(C)=O,Balsamic,Fruity,Tropical,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(=O)C(C)CC,Walnut,Woody,Nutty,Herbal,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(=O)CC(=O)CC,Burnt,Sugar,Floral,Fruity,Caramel,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(=O)OCCC(C)CCC=C(C)C,Rose,Muguet,Lily,Aldehydic,Floral,Waxy,Sweet,Lychee,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(C)(C)S,Fruity,Sulphurous,Tropical,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(C)(C)SC,Ether,Green,Sulphurous,Fruity,Minty,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(C)(O)CC,Caramel,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(C)=O,Ether,Balsamic,Green,Fruity,Vegetable,Rummy,Sweet,Caramel,"Grassy(Green, Sharp)",Sharp,,,,,,,,,,,,,,,,,
CCOC(=O)C(C)C,Fusel,Ether,Citrus,Strawberry,Pungent,Fruity,Rummy,Sweet,Alcohol,Rubbery,,,,,,,,,,,,,,,,,
CCOC(=O)C(C)C(C)O,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(C)C1CCCCC1,Green,Fruity,Pear,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(C)CC,Apple,Tropical,Green,Strong,Cognac,Berry,Phenolic,Fresh,Estery,Fruity,Plum,Sweet,Peach,"Grassy(Green, Sharp)",Sharp,,,,,,,,,,,,
CCOC(=O)C(C)O,Ether,Butterscotch,Milky,Buttery,Fruity,Rummy,Sweet,Brown,Acid,Sharp,,,,,,,,,,,,,,,,,
CCOC(=O)C(C)S,Onion,Meaty,Green,Sulphurous,Grape,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(C)SSC,Fruity,Sulphurous,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(CC)C(C)=O,Earthy,Ether,Green,Herbal,Root beer,Fruity,Winey,Musty,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(CC)Cc1ccccc1,Green,Fruity,Floral,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(Cc1ccccc1)C(C)=O,Earthy,Spices,Tropical,Jasmine,Balsamic,Moldy,Floral,Berry,Davana,Fruity,Sweet,Musty,Vanilla,,,,,,,,,,,,,,
CCOC(=O)C(O)C(C)C,Tea,Honey,Strawberry,Fruity,Pineapple,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(O)C(C)CC,Fruity,Berry,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(O)C(O)C(=O)OCC,Earthy,Moldy,Fruity,Winey,Caramel,Musty,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(O)CC(C)C,Fresh,Fruity,Blackberry,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C(O)Cc1ccccc1,Nutty,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1(CC)OC1(C)c1ccccc1,Strawberry,Berry,Fruity,Jammy,Raspberry,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C12CCCC1C1CCC2C1,Floral,Ripe,Fruity,Rummy,Sweet,Candy,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1=C(C)C=CCC1(C)C,Rose,Woody,Apple,Herbal,Floral,Fresh,Natural,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1C(C)=C(C)CCC1(C)C,Rose,Woody,Spices,Floral,Berry,Fruity,Warm,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1C(C)CCCC1(C)C,Rose,Fruity,Floral,Amber,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1C(C=C(C)C)C1(C)C,Sweet,Ether,Chrysanthemum,Herbal,Floral,Fruity,Winey,Immortelle,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1C(CC)=CCCC1(C)C,Rose,Woody,Spices,Damascone,Floral,Berry,Fruity,Warm,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1CC2C=CC1C2,Green,Fruity,Water,Honey,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1CC=CCC1,Ylang,Fruity,Floral,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1CCC(=O)O1,Smokey,Roasted,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1CCC(C(=O)OCC)CC1,Apple,Ether,Fruity,Raspberry,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1CCCCC1,Apple,Brandy,Cheese,Fermented,Berry,Fruity,Winey,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1OC1(C)c1ccc(C)cc1,Green,Cherry,Floral,Vanilla,Berry,Almond,Fruity,Sweet,Powdery,,,,,,,,,,,,,,,,,,
CCOC(=O)C1OC1(C)c1ccccc1,Honey,Strawberry,Floral,Fruity,Sweet,Candy,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1OC1c1ccc(C)cc1,Rose,Floral,Fruity,Sweet,Raspberry,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1OC1c1ccccc1,Rose,Tropical,Honey,Strawberry,Floral,Berry,Fruity,Sweet,Caramel,,,,,,,,,,,,,,,,,,
CCOC(=O)C=C(C)CCC=C(C)C,Rose,Woody,Green,Mild,Fruity,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C=C(CC(=O)O)C(=O)O,Sweet,Fruity,Winey,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C=CC(=O)OCC,Fruity,Banana,Citrus,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C=CSC,Onion,Plum,Sulphurous,Fruity,Sour,Sweet,Rotten,Grape,,,,,,,,,,,,,,,,,,,
CCOC(=O)C=Cc1ccccc1,Spices,Cinnamyl,Honey,Balsamic,Floral,Berry,Plum,Fruity,Sweet,Powdery,,,,,,,,,,,,,,,,,
CCOC(=O)C=Cc1ccco1,Apple,Balsamic,Floral,Berry,Fruity,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC,Ether,Fermented,Fruity,Rummy,Winey,Sweet,Juicy,Grape,Pineapple,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(=O)OCC,Green,Apple,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(=O)OCc1ccccc1,Apple,Fruity,Winey,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(=O)c1ccccc1,Woody,Brandy,Cherry,Moth Balls,Berry,Phenolic,Fruity,Jammy,Sweet,Hawthorn,,,,,,,,,,,,,,,,,
CCOC(=O)CC(C)=O,Ether,Apple,Green,Berry,Fresh,Estery,Fruity,Rummy,Tutty-Fruity,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(C)C,Apple,Green,Blueberry,Estery,Fruity,Banana,Sweet,Tutty-Fruity,Strong,"Grassy(Green, Sharp)",Orange,Sharp,Pineapple,,,,,,,,,,,,,,
CCOC(=O)CC(C)CC,Natural,Fruity,Tropical,Pineapple,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(C)CC(C)(C)C,Apple,Floral,Yeasty,Fruity,Winey,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(C)CCC=C(C)C,Rose,Dry,Spices,Citrus,Dusty,Fennel,Fruity,Sweet,Licorice,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(C)O,Apple,Tropical,Green,Waxy,Fruity,Marshmallow,Sweet,Grape,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(C)S,Sulphurous,Roasted,Sour,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(C)SC,Earthy,Tropical,Cheese,Ripe,Waxy,Sulphurous,Vegetable,Fruity,Musty,Pineapple,,,,,,,,,,,,,,,,,
CCOC(=O)CC(C)SCC,Fruity,Metallic,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,Fruity,Winey,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(O)C(=O)OCC,Herbal,Fruity,Brown sugar,Winey,Sweet,Caramel,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(O)c1ccccc1,Dry,Animal,Hay,Strawberry,Leather,Fruity,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC1(C)OCC(C)O1,Apple,Strawberry,Fresh,Plum,Fruity,Licorice,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC1(C)OCCO1,Woody,Apple,Tropical,Green,Berry,Pear,Plum,Fruity,Sweet,,,,,,,,,,,,,,,,,,
CCOC(=O)CC1C=CCC1,Jackfruit,Pear,Plum,Fruity,Pineapple,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCC(=O)OCC,Apricot,Earthy,Apple,Cooked,Chocolate,Moldy,Floral,Berry,Pear,Ylang,Waxy,Fruity,Winey,Peach,Musty,Grape,,,,,,,,,,,
CCOC(=O)CCC(C)=O,Ether,Apple,Tropical,Rhubarb,Green,Mild,Floral,Berry,Fruity,Sweet,Caramel,Pineapple,,,,,,,,,,,,,,,
CCOC(=O)CCC(C)C,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCC(O)C(=O)OCC,Caramel,Cotton candy,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCC1(C)OCC(C)O1,Caramel,Oily,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCC1CCCCC1,Strong,Pear,Fruity,Sweet,Peach,Pineapple,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCCCCCCCC(=O)OCC,Quince,Fruity,Melon,Winey,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCCCCOC(C)=O,Jasmine,Balsamic,Floral,Anisic,Fresh,Fruity,Raspberry,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCCO,Caramel,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCCSC,Sulphurous,Pineapple,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCCSC(C)=O,Sulphurous,Meaty,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCCc1ccccc1,Plum,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCS,Meaty,Animal,Skunk,Fresh,Fruity,Sulphurous,Foxy,Durain,Grape,,,,,,,,,,,,,,,,,,
CCOC(=O)CCSC,Metallic,Tomato,Cheese,Ripe,Milky,Sulphurous,Fruity,Pulpy fruit,Caramel,Pineapple,,,,,,,,,,,,,,,,,
CCOC(=O)CCSCc1ccco1,Nutty,Roasted,Onion,Meaty,Animal,Alliaceous,Garlic,Sulphurous,Vegetable,Coffee,,,,,,,,,,,,,,,,,
CCOC(=O)CCc1ccccc1,Rose,Ether,Honey,Hyacinth,Floral,Fruity,Rummy,Winey,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCc1ccccc1O,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCc1ccco1,Acrylic,Woody,Cooked,Balsamic,Green,Ripe,Radish,Horseradish,Fruity,Vegetable,Rummy,Jammy,Sweet,Camomile,Pineapple,,,,,,,,,,,,
CCOC(=O)CNC(=O)C1CC(C)CCC1C(C)C,Cool,Menthol,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)COc1ccc(C)cc1,Hay,Cherry,Fruity,Brown,Powdery,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)COc1ccccc1,Rose,Floral,Green,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CS,Green,Fruity,Sulphurous,Alliaceous,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CSC,Sweet,Apricot,Ether,Onion,Tropical,Green,Radish,Sulphurous,Fruity,Winey,Coffee,,,,,,,,,,,,,,,,
CCOC(=O)Cc1ccccc1,Cherry,Chocolate,Floral,Sweet,Rose,Apple,Anisic,Pineapple,Apricot,Grapefruit,Honey,Dark chocolate,Waxy,Melon,Licorice,Cocoa,Balsamic,Winey,Raspberry,,,,,,,,
CCOC(=O)OC1=C(C)OC(C)C1=O,Burnt,Cotton candy,Sugar,Brown sugar,Caramel,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)OC1C(C)CCC(C)C1C,Rose,Metallic,Leather,Floral,Fruity,Warm,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)OC1CCCCC1C(C)(C)C,Woody,Spices,Green,Herbal,Floral,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)SCc1ccco1,Spices,Floral,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(C)cc1O,Ylang,Floral,Animal,Licorice,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(O)c(OC)c1,Smokey,Metallic,Burnt,Floral,Vanilla,Phenolic,Fruity,Sweet,Powdery,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(OC)cc1,Spices,Cherry,Herbal,Floral,Fennel,Anisic,Fruity,Sweet,Powdery,Licorice,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccccc1,Earthy,Cherry,Herbal,Floral,Ylang,Sweet,Sweet (Medicinal),Moldy,Anisic,Banana,Musty,Minty,Medicinal,Berry,Fruity,Vanilla,Grape,Dry,Celery,Plum,Camomile,,,,,,
CCOC(=O)c1ccccc1N,Blossom,Green,Orange Blossom,Floral,Herbal,Fruity,Sweet,Orange,Grape,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccccc1NC,Fruity,Mandarin,Petitgrain,Sweet,Grape,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccccc1O,Sweet,Spices,Balsamic,Cool,Herbal,Floral,Fruity,Tutty-Fruity,Minty,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccccc1OC,Floral,Ylang,Fruity,Sweet,Grape,Raspberry,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cccnc1,Tobacco,Fruity,Herbal,Floral,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccco1,Burnt,Balsamic,Floral,Plum,Fruity,Orchid,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccoc1-c1ccccc1,Cherry,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(C)=O,Ether,Sharp,Green,Anisic,Fruity,Rummy,Winey,Sweet,Weed,"Grassy(Green, Sharp)",Grape,Pineapple,,,,,,,,,,,,,,,
CCOC(C)C=CC1=C(C)CCCC1(C)C,Apricot,Woody,Floral,Fruity,Cedar,Raspberry,,,,,,,,,,,,,,,,,,,,,
CCOC(C)CC,Woody,Floral,Berry,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(C)OC(C)=O,Acetic,Blueberry,Fresh,Estery,Fruity,,,,,,,,,,,,,,,,,,,,,,
CCOC(C)OCC,Earthy,Ether,Nutty,Honey,Choking,Green,Whiskey,Floral,Creamy,Vegetable,Fruity,Sweet,Alcohol,Musty,,,,,,,,,,,,,
CCOC(C)OCC(C)OC(C)OCC,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(C)OCC(COC(C)OCC)OC(C)OCC,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(C)OCC=C(C)CCC=C(C)C,Caramel,Creamy,Vanilla,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCOC(C)OCCc1ccccc1,Green,Hyacinth,Floral,Leafy,Fresh,Nasturtium,Lilac,,,,,,,,,,,,,,,,,,,,
CCOC(C)Oc1ccccc1,Rose,Cortex,Green,Leafy,Fresh,,,,,,,,,,,,,,,,,,,,,,
CCOC(C=C(C)CCC=C(C)C)OCC,Citrus,Green,Floral,Fresh,Waxy,Oily,Lemon,Sweet,,,,,,,,,,,,,,,,,,,
CCOC(C=Cc1ccccc1)OCC,Cinnamyl,Spices,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(CC(C)C)OCC,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(CC(C)CCCC(C)(C)O)OCC,Lily,Floral,Green,Muguet,,,,,,,,,,,,,,,,,,,,,,,
CCOC(CCSC)OCC,Cabbage,Pungent,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(Cc1ccccc1)OCC,Green,Hyacinth,Almond,Fresh,Sweet,Linden flower,,,,,,,,,,,,,,,,,,,,,
CCOC(OCC)C1CC2CC1C1C=CCC21,Hyacinth,Herbal,Fennel,Anisic,Basil,Fruity,,,,,,,,,,,,,,,,,,,,,
CCOC(OCC)c1ccc2c(c1)OCO2,Heliotrope,Spices,Floral,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCOC(OCC)c1ccccc1,Bitter,Almond,Green,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(OCC)c1ccco1,Mushroom,Earthy,Fruity,Musty,,,,,,,,,,,,,,,,,,,,,,,
CCOC1(OCC)CCCCC1,Tobacco,Woody,Fruity,Rummy,,,,,,,,,,,,,,,,,,,,,,,
CCOC1=C(C)OC(C)C1=O,Caramel,Strawberry,Fruity,Brandy,,,,,,,,,,,,,,,,,,,,,,,
CCOC1CC(C)CC(C)(C)C1,Woody,Citrus,Green,Herbal,Fresh,Natural,,,,,,,,,,,,,,,,,,,,,
CCOC1CC2CCC1(C)C2(C)C,Woody,Cedarwood,Blueberry,Camphor,Eucalyptus,,,,,,,,,,,,,,,,,,,,,,
CCOC1CCC(C(C)(C)CC)CC1,Marine,Ozone,Green,Bell Pepper,Fresh,Fresh Air,,,,,,,,,,,,,,,,,,,,,
CCOC=O,Rose,Sweet,Ether,Cognac,Fermented,Pungent,Fruity,Rummy,Winey,Alcohol,,,,,,,,,,,,,,,,,
CCOCC,Ether,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOCC=C(C)C,Green,Fruity,"Grassy(Green, Sharp)",Grassy,,,,,,,,,,,,,,,,,,,,,,,
CCOCC=C(C)CCC=C(C)C,Rose,Ether,Green,Floral,Light,Cologne,Fruity,Natural,Clean,,,,,,,,,,,,,,,,,,
CCOCCC(C)CCC=C(C)C,Rose,Citrus,Floral,Fresh,Cologne,Clean,,,,,,,,,,,,,,,,,,,,,
CCOCCC(C)CCCC(C)C,Rose,Citrus,Green,Herbal,Floral,Fresh,Clean,,,,,,,,,,,,,,,,,,,,
CCOCCCO,Fruity,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOCCOC(C)=O,Mild,Estery,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCOCCOCCO,Ether,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOCOC1CCCCCCCCCCC1,Woody,Dry,Amber,Dusty,Cedar,,,,,,,,,,,,,,,,,,,,,,
CCOCc1ccc(O)c(OC)c1,Smokey,Spices,Chocolate,Nutmeg,Creamy,Rummy,Sweet,Alcohol,Vanilla,,,,,,,,,,,,,,,,,,
CCOCc1ccccc1,Fruity,Tropical,Pineapple,,,,,,,,,,,,,,,,,,,,,,,,
CCOCc1ccccc1O,Smokey,Animal,Castoreum,Phenolic,Sweet,Vanilla,,,,,,,,,,,,,,,,,,,,,
CCOCc1ccccc1OC,Rose,Spices,Green,Floral,Fruity,,,,,,,,,,,,,,,,,,,,,,
CCOCc1ccco1,Ether,Spices,Nutty,Fermented,Buttery,Sweet,Coffee,,,,,,,,,,,,,,,,,,,,
CCOCc1cnccn1,Earthy,Nutty,Hazelnut,Almond,Musty,Pineapple,,,,,,,,,,,,,,,,,,,,,
CCON=O,Ether,Fermented,Fruity,Rummy,Sweet,,,,,,,,,,,,,,,,,,,,,,
CCOc1cc(C(C)C)ccc1C,Earthy,Spices,Herbal,Carrot,Musty,,,,,,,,,,,,,,,,,,,,,,
CCOc1cc(C)ccc1O,Woody,Spices,Vanilla,Phenolic,,,,,,,,,,,,,,,,,,,,,,,
CCOc1cc(C2OC(C)CC(C)(C)O2)ccc1O,Phenolic,Creamy,Vanilla,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CCOc1cc(C2OCC(C)O2)ccc1O,Spices,Creamy,Clove,Sweet,Vanilla,Sharp,,,,,,,,,,,,,,,,,,,,,
CCOc1cc(C=O)ccc1O,Powerful,Root beer,Creamy,Sweet,Caramel,Vanilla,,,,,,,,,,,,,,,,,,,,,
CCOc1cc(C=O)ccc1OC(=O)C(C)C,Chocolate,Milky,Creamy,Rummy,Sweet,Caramel,Vanilla,,,,,,,,,,,,,,,,,,,,
CCOc1cc(C=O)ccc1OC(C)=O,Milky,Creamy,Powdery,Caramel,Vanilla,,,,,,,,,,,,,,,,,,,,,,
CCOc1cc(C=O)ccc1OC1OC(CO)C(O)C(O)C1O,Vanilla,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1cc(COC)ccc1O,Sweet,Woody,Spices,Balsamic,Burnt Wood,Carnation,Floral,Vanilla,Clove,Powdery,,,,,,,,,,,,,,,,,
